code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
300341,20.0,51339.3236,16648.0,3.08,2193.0,24.35,16.78,19.21,0.18,0.49,0.04,0.07,309.85,0.87,424.06,130.28,0.64,2.07,107.84,2.5,17.75,21.04,47.93,24.61,30.7,34.36,9.3883466933868,34.36,32.31,5.2352104208416845,75.58,-0.0385270541082162,24.42,9789.2,100.8,2.42,3.19,9.05,41.93,9.6,25.43,19.5,57.36,15.08,37.04,37.04,11.98,9.05,18.23,-0.82,30.7,126154.0,52899.0,24603.0,-78.0,-123.0,24480.0,19018.0,9365.0,-1885.0,210098.0,155546.0,51309.0,48747.0,145430.0,13.42,126154.0,72359.0,24603.0,24480.0,5462.0,19018.0,0.36,49137.0,59760.0,37535.0,155546.0,210098.0,48747.0,2563.0,51309.0,158789.0,50854.0,9365.0,-1277.0,-11030.0,-1885.0,48969.0,155546.0,54553.0,210098.0,48747.0,2563.0,51309.0,158789.0,210098.0,0
603169,15.721442885771545,130629.1798,86051.0,1.52,3958.0,34.71,20.84,3.52,0.03,1.8,0.02,0.09,747.51,0.36,1071.0,296.8,0.25,0.91,111.04,2.43,13.54,82.22,43.4,12.05,258.89,114.13,20.43,90.81,267.44,6.99,27.22,1.28,72.78,215.16,24.35,0.68,1.09,1.24,14.2,1.25,5.15,4.65,85.0,4.95,11.61,11.61,4.56,1.24,9.3,7.19,258.89,306609.0,43540.0,14255.0,311.0,769.0,15025.0,15164.0,27264.0,-68182.0,1221205.0,841904.0,888850.0,775082.0,310842.0,4.77,306609.0,260603.0,14255.0,15025.0,-139.0,15164.0,0.11,188723.0,120872.0,311892.0,841904.0,1221205.0,775082.0,113768.0,888850.0,332355.0,144344.0,27264.0,-29735.0,-65678.0,-68182.0,76162.0,841904.0,379301.0,1221205.0,775082.0,113768.0,888850.0,332355.0,1221205.0,0
430564,15.721442885771545,223671.27404879767,62520.625250501005,3.5829859719438897,7908.225450901804,29.593186372745528,17.95701402805609,11.586182364729444,0.08125250501002,0.230961923847695,0.0203406813627254,0.0580460921843687,2031.81881763527,1.1027555110220435,1146.032014028056,594.7469438877763,0.4383366733466931,14.685521042084188,400.7832565130258,70.13774549098191,13.721643286573164,14.095711422845708,-1.9538977955912005,9.490280561122235,100.4278256513026,116.58600200400792,9.3883466933868,56.19058116232465,139.78413827655314,5.2352104208416845,48.9543887775551,-0.0385270541082162,45.03359719438875,2020.899228456915,76.96322645290579,1.6853006012024072,2.1168837675350693,2.3822344689378734,16.67510020040082,2.569458917835669,13.878817635270536,-16.678326653306637,71.90976953907814,-17.965040080160335,40.8807114228457,40.8807114228457,3.0487274549098173,2.3822344689378734,33.764519038076145,22.503106212424832,100.4278256513026,1706238.4018036071,285439.8496993988,178187.37174348696,36608.162324649296,-1085.2114228456917,177102.15230460922,145330.43286573148,183691.03306613225,-30509.44789579158,10179602.392785572,1529407.2054108216,8266576.316633266,1223401.7234468935,1702957.2254509018,3.8155110220440864,1500888.8727454909,1243527.738476954,178187.37174348696,177102.15230460922,31771.69539078156,145330.43286573148,0.3878256513026057,951805.0420841684,225556.80260521045,486540.44388777553,1529407.2054108216,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,799123.5851703407,183691.03306613225,-165845.9368737475,-65393.79358717435,-30509.44789579158,768614.1573146293,1529407.2054108216,1442161.3056112223,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,10179602.392785572,1
830832,15.721442885771545,223671.27404879767,62520.625250501005,3.5829859719438897,7908.225450901804,29.593186372745528,17.95701402805609,11.586182364729444,0.08125250501002,0.230961923847695,0.0203406813627254,0.0580460921843687,2031.81881763527,1.1027555110220435,1146.032014028056,594.7469438877763,0.4383366733466931,14.685521042084188,400.7832565130258,70.13774549098191,13.721643286573164,14.095711422845708,-1.9538977955912005,9.490280561122235,100.4278256513026,116.58600200400792,9.3883466933868,56.19058116232465,139.78413827655314,5.2352104208416845,48.9543887775551,-0.0385270541082162,45.03359719438875,2020.899228456915,76.96322645290579,1.6853006012024072,2.1168837675350693,2.3822344689378734,16.67510020040082,2.569458917835669,13.878817635270536,-16.678326653306637,71.90976953907814,-17.965040080160335,40.8807114228457,40.8807114228457,3.0487274549098173,2.3822344689378734,33.764519038076145,22.503106212424832,100.4278256513026,1706238.4018036071,285439.8496993988,178187.37174348696,36608.162324649296,-1085.2114228456917,177102.15230460922,145330.43286573148,183691.03306613225,-30509.44789579158,10179602.392785572,1529407.2054108216,8266576.316633266,1223401.7234468935,1702957.2254509018,3.8155110220440864,1500888.8727454909,1243527.738476954,178187.37174348696,177102.15230460922,31771.69539078156,145330.43286573148,0.3878256513026057,951805.0420841684,225556.80260521045,486540.44388777553,1529407.2054108216,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,799123.5851703407,183691.03306613225,-165845.9368737475,-65393.79358717435,-30509.44789579158,768614.1573146293,1529407.2054108216,1442161.3056112223,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,10179602.392785572,1
720,28.0,128965.0962,45705.0,2.82,844.0,22.75,28.91,2.53,0.02,0.230961923847695,0.01,0.02,423.13,0.64,491.98,232.84,0.55,1.16,154.0,1.75,-5.13,-4.61,-1.9538977955912005,0.19,101.02,29.21,4.62,27.86,106.62,2.35,48.4,0.06,51.6,-104.0,4.42,0.82,1.84,-1.87,0.87,-1.87,-3.04,-3.13,98.88,-3.41,-8.01,-8.01,-3.85,-1.87,4.21,-0.96,101.02,303323.0,2639.0,-9488.0,125.0,-34.0,-9522.0,-10334.0,6517.0,-17451.0,554060.0,475746.0,285910.0,257882.0,258416.0,-3.93,303323.0,299933.0,-9488.0,-9522.0,812.0,-10334.0,-0.08,11395.0,161496.0,263951.0,475746.0,554060.0,257882.0,28028.0,285910.0,268151.0,25009.0,6517.0,-691.0,-23277.0,-17451.0,7558.0,475746.0,78314.0,554060.0,257882.0,28028.0,285910.0,268151.0,554060.0,0
300589,19.0,37766.7996,31900.0,1.18,669.0,22.87,14.35,-11.71,-0.11,-6.76,-0.05,-0.15,617.0,0.44,941.09,91.35,0.29,2.96,130.24,2.07,26.65,101.43,-45.56,6.74,64.21,65.39,9.3883466933868,56.19058116232465,66.74,5.2352104208416845,59.98,-0.0385270541082162,40.02,-3.27,60.22,1.36,1.58,0.67,18.06,0.63,2.66,2.69,81.1,2.2,2.3,2.3,1.11,0.67,10.42,-3.49,64.21,39418.0,7119.0,1062.0,61.0,-95.0,967.0,867.0,-5862.0,-24850.0,129956.0,78993.0,52015.0,50043.0,75819.0,1.13,39418.0,31969.0,1062.0,967.0,100.0,867.0,0.03,30137.0,19233.0,10957.0,78993.0,129956.0,50043.0,1972.0,52015.0,77941.0,46893.0,-5862.0,-5656.0,-13554.0,-24850.0,22043.0,78993.0,50963.0,129956.0,50043.0,1972.0,52015.0,77941.0,129956.0,0
603365,22.0,26667.0,9344.0,2.85,3247.0,15.12,6.96,-19.71,-0.17,-0.75,-0.04,-0.05,295.18,0.91,376.25,182.16,0.72,1.48,24.31,11.11,9.63,7.43,-27.01,1.69,25.88,27.7,9.3883466933868,56.19058116232465,29.77,5.2352104208416845,77.06,-0.0385270541082162,22.94,-2162.46,89.14,2.29,3.94,5.23,37.57,5.24,9.87,7.97,61.75,7.31,68.45,68.45,6.79,5.23,28.24,11.22,25.88,249774.0,93832.0,19895.0,41.0,2469.0,22364.0,18252.0,-13706.0,-62972.0,348689.0,274251.0,79999.0,69525.0,268689.0,6.84,249774.0,154231.0,19895.0,22364.0,4112.0,18252.0,0.69,54134.0,23308.0,115044.0,274251.0,348689.0,69525.0,10475.0,79999.0,268689.0,116987.0,-13706.0,-37886.0,-11400.0,-62972.0,54015.0,274251.0,74438.0,348689.0,69525.0,10475.0,79999.0,268689.0,348689.0,0
676,26.0,127650.6972,84655.0,1.51,575.0,67.3,51.3,79.41,0.77,5.37,0.14,0.31,353.08,0.76,594.58,6.01,0.45,44.89,93.24,2.9,-3.3,5.87,-36.59,-51.85,22.0,50.49,9.3883466933868,56.19058116232465,22.7,5.2352104208416845,81.5,-0.0385270541082162,18.5,2574.15,129.24,3.24,3.28,2.65,18.15,2.64,6.58,6.08,81.74,5.8,10.44,10.44,3.25,2.65,10.48,17.97,22.0,229559.0,48334.0,13962.0,2520.0,-14.0,13948.0,13325.0,71560.0,13493.0,502595.0,295776.0,92977.0,90121.0,411909.0,2.98,229559.0,187639.0,13962.0,13948.0,623.0,13325.0,0.09,114975.0,69181.0,3969.0,295776.0,502595.0,90121.0,2857.0,92977.0,409617.0,74430.0,71560.0,-42397.0,-20818.0,13493.0,87923.0,295776.0,206819.0,502595.0,90121.0,2857.0,92977.0,409617.0,502595.0,0
600398,25.0,431960.7279,57974.0,7.45,22628.0,11.8,7.88,7.84,0.06,0.6,0.03,0.07,455.39,0.59,619.27,299.24,0.44,0.9,22.02,12.26,-0.25,-1.42,-15.89,-3.4,88.9,56.86,9.3883466933868,56.19058116232465,113.69,5.2352104208416845,46.8,-0.0385270541082162,53.2,-2232.18,86.82,1.07,1.76,5.42,42.7,5.4,19.91,16.06,56.66,12.38,39.2,39.2,11.59,5.42,22.91,-0.53,88.9,1367516.0,583884.0,219570.0,7.0,-1166.0,218404.0,169334.0,101853.0,-195520.0,3122541.0,2291625.0,1661269.0,1299051.0,1457128.0,11.02,1367516.0,774838.0,219570.0,218404.0,49071.0,169334.0,0.41,1127878.0,120783.0,905466.0,2291625.0,3122541.0,1299051.0,362218.0,1661269.0,1461271.0,1085708.0,101853.0,-36516.0,-261085.0,-195520.0,890187.0,2291625.0,830916.0,3122541.0,1299051.0,362218.0,1661269.0,1461271.0,3122541.0,0
600740,15.721442885771545,256212.1154,107850.0,2.38,6132.0,17.38,13.44,-5.71,-0.05,-0.15,-0.02,-0.04,86.04,3.14,627.47,17.48,0.43,15.44,1.27,212.89,13.09,12.57,46.48,14.88,55.27,138.35,7.14,128.47,56.09,4.93,64.07,-0.26,35.93,1805.36,24.6,0.29,0.37,11.68,-0.02,12.35,27.55,28.69,99.67,28.71,105.32,105.32,18.23,11.68,4.37,117.21,55.27,939986.0,-159.0,269683.0,316193.0,623.0,270306.0,269848.0,-40243.0,-36840.0,2310345.0,262529.0,830184.0,704192.0,1458235.0,20.14,939986.0,936917.0,269683.0,270306.0,459.0,269848.0,1.06,173198.0,3619.0,61363.0,262529.0,2310345.0,704192.0,125992.0,830184.0,1480161.0,127282.0,-40243.0,11040.0,-7637.0,-36840.0,90442.0,262529.0,2047817.0,2310345.0,704192.0,125992.0,830184.0,1480161.0,2310345.0,0
605111,9.0,21301.8309,55656.0,0.38,308.0,28.57,25.32,42.5,0.37,0.48,0.04,0.12,489.49,0.55,576.06,105.22,0.47,2.57,28.13,9.6,121.22,134.08,8.96,20.71,11.37,14.17,9.3883466933868,56.19058116232465,12.97,5.2352104208416845,88.52,-0.0385270541082162,11.48,-1872.02,651.5,7.64,8.69,8.96,37.58,11.96,45.17,29.97,61.97,25.51,159.08,159.08,10.12,8.96,3.96,0.55,11.37,132710.0,49879.0,39778.0,208.0,11.0,39789.0,33858.0,16159.0,159822.0,377818.0,330427.0,43381.0,38019.0,325396.0,16.86,132710.0,82234.0,39778.0,39789.0,5931.0,33858.0,1.68,247694.0,14023.0,40057.0,330427.0,377818.0,38019.0,5361.0,43381.0,334437.0,87368.0,16159.0,-2002.0,145418.0,159822.0,247190.0,330427.0,47391.0,377818.0,38019.0,5361.0,43381.0,334437.0,377818.0,0
836149,15.721442885771545,223671.27404879767,62520.625250501005,3.5829859719438897,7908.225450901804,29.593186372745528,17.95701402805609,11.586182364729444,0.08125250501002,0.230961923847695,0.0203406813627254,0.0580460921843687,2031.81881763527,1.1027555110220435,1146.032014028056,594.7469438877763,0.4383366733466931,14.685521042084188,400.7832565130258,70.13774549098191,13.721643286573164,14.095711422845708,-1.9538977955912005,9.490280561122235,100.4278256513026,116.58600200400792,9.3883466933868,56.19058116232465,139.78413827655314,5.2352104208416845,48.9543887775551,-0.0385270541082162,45.03359719438875,2020.899228456915,76.96322645290579,1.6853006012024072,2.1168837675350693,2.3822344689378734,16.67510020040082,2.569458917835669,13.878817635270536,-16.678326653306637,71.90976953907814,-17.965040080160335,40.8807114228457,40.8807114228457,3.0487274549098173,2.3822344689378734,33.764519038076145,22.503106212424832,100.4278256513026,1706238.4018036071,285439.8496993988,178187.37174348696,36608.162324649296,-1085.2114228456917,177102.15230460922,145330.43286573148,183691.03306613225,-30509.44789579158,10179602.392785572,1529407.2054108216,8266576.316633266,1223401.7234468935,1702957.2254509018,3.8155110220440864,1500888.8727454909,1243527.738476954,178187.37174348696,177102.15230460922,31771.69539078156,145330.43286573148,0.3878256513026057,951805.0420841684,225556.80260521045,486540.44388777553,1529407.2054108216,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,799123.5851703407,183691.03306613225,-165845.9368737475,-65393.79358717435,-30509.44789579158,768614.1573146293,1529407.2054108216,1442161.3056112223,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,10179602.392785572,1
600753,26.0,23030.7175,28706.0,0.8,35.0,85.71,17.95701402805609,-35.25,-0.34,-5.48,-0.08,-0.02,61.01,4.43,71.57,594.7469438877763,3.77,14.685521042084188,27.65,9.76,-36.16,-13.12,-12.57,27.83,28.29,20.81,9.3883466933868,56.19058116232465,29.15,5.2352104208416845,77.43,-0.0385270541082162,22.57,1852.06,20.29,3.83,3.83,1.41,1.21,1.29,0.63,0.64,98.74,0.34,2.47,2.47,1.82,1.41,0.62,-26.03,28.29,166056.0,2004.0,1063.0,-252.0,-20.0,1044.0,569.0,-3118.0,-4220.0,40373.0,33868.0,9111.0,8845.0,27821.0,1.18,166056.0,163963.0,1063.0,1044.0,475.0,569.0,0.01,1795.0,17626.0,486540.44388777553,33868.0,40373.0,8845.0,266.0,9111.0,31262.0,6015.0,-3118.0,-165845.9368737475,-1102.0,-4220.0,1795.0,33868.0,6504.0,40373.0,8845.0,266.0,9111.0,31262.0,40373.0,0
2760,25.0,10798.8706,9345.0,1.16,944.0,17.27,20.66,2.84,0.02,0.25,0.01,0.02,443.35,0.61,769.01,107.03,0.35,2.52,82.16,3.29,3.65,8.35,-39.04,-14.34,50.23,70.19,8.93,63.93,69.9,5.77,58.86,0.17,41.14,1081.19,119.86,1.99,2.47,2.75,19.52,2.79,9.14,8.43,79.57,7.96,42.01,42.01,4.67,2.75,11.68,-1.0,50.23,56994.0,11124.0,4804.0,-45.0,-3.0,4801.0,4536.0,1116.0,5903.0,164916.0,96783.0,67851.0,39238.0,97065.0,4.79,56994.0,45351.0,4804.0,4801.0,265.0,4536.0,0.42,47030.0,18165.0,18654.0,96783.0,164916.0,39238.0,28613.0,67851.0,97065.0,39659.0,1116.0,-2998.0,7740.0,5903.0,45562.0,96783.0,68132.0,164916.0,39238.0,28613.0,67851.0,97065.0,164916.0,0
782,30.0,52813.9623,37135.0,1.42,2475.0,9.33,6.18,-22.77,-0.2,-89.84,-0.1,-0.15,218.92,1.23,379.32,55.37,0.71,4.88,26.28,10.27,-9.11,-0.4,-92.53,-5.1,106.67,89.86,7.71,82.93,114.63,3.89,46.59,0.32,53.41,62.99,29.28,0.98,1.27,0.12,6.17,0.12,0.27,0.28,93.3,0.16,0.69,0.69,0.25,0.12,4.91,31.84,106.67,224742.0,13859.0,620.0,209.0,-17.0,603.0,367.0,-32974.0,-4577.0,316134.0,183783.0,168844.0,144818.0,147291.0,0.25,224742.0,209674.0,620.0,603.0,236.0,367.0,0.01,42400.0,21141.0,42285.0,183783.0,316134.0,144818.0,24026.0,168844.0,147291.0,33348.0,-32974.0,-3543.0,30059.0,-4577.0,28771.0,183783.0,132352.0,316134.0,144818.0,24026.0,168844.0,147291.0,316134.0,0
688011,15.0,10000.0,7712.0,1.3,428.0,72.9,57.01,-10.46,-0.08,-3.85,-0.01,-0.13,2973.57,0.09,3633.92,641.18,0.07,0.42,447.54,0.6,3.46,0.17,14.59,17.33,10.0,21.64,9.3883466933868,56.19058116232465,13.1,5.2352104208416845,88.42,-0.0385270541082162,11.58,76.47,253.89,7.89,9.14,0.24,39.73,0.24,1.62,1.14,57.91,3.26,3.36,3.36,0.27,0.24,37.13,524.85,10.0,10298.0,4092.0,118.0,809.0,45.0,163.0,336.0,-1293.0,-3979.0,139751.0,113016.0,16185.0,12358.0,123041.0,0.36,10298.0,5964.0,118.0,163.0,-173.0,336.0,0.05,31377.0,18082.0,15469.0,113016.0,139751.0,12358.0,3827.0,16185.0,123566.0,35344.0,-1293.0,-1806.0,-880.0,-3979.0,31365.0,113016.0,26735.0,139751.0,12358.0,3827.0,16185.0,123566.0,139751.0,0
600109,26.0,372435.931,154428.0,2.41,4454.0,92.41,17.95701402805609,11.586182364729444,0.07,5.21,0.05,0.0580460921843687,2031.81881763527,1.1027555110220435,1146.032014028056,594.7469438877763,0.4383366733466931,14.685521042084188,400.7832565130258,70.13774549098191,10.53,30.03,-46.46,9.490280561122235,100.4278256513026,296.09,9.3883466933868,56.19058116232465,196.09,5.2352104208416845,33.77,-0.0385270541082162,66.23,2020.899228456915,76.96322645290579,1.6853006012024072,2.1168837675350693,0.91,16.67510020040082,0.92,36.63,-16.678326653306637,71.90976953907814,-17.965040080160335,22.24,22.24,2.68,0.91,33.764519038076145,83.6,100.4278256513026,407415.0,104259.0,104259.0,86408.0,4583.0,108843.0,82835.0,431865.0,172457.0,9138646.0,1529407.2054108216,6052203.0,1223401.7234468935,3077173.0,2.94,1500888.8727454909,1243527.738476954,104259.0,108843.0,26007.0,82835.0,0.24,2087176.0,13166.0,486540.44388777553,1529407.2054108216,9138646.0,1223401.7234468935,532675.6533066132,6052203.0,3086443.0,2282902.0,431865.0,-387993.0,123797.0,172457.0,2455359.0,1529407.2054108216,1442161.3056112223,9138646.0,1223401.7234468935,532675.6533066132,6052203.0,3086443.0,9138646.0,1
2796,32.0,25242.6948,29821.0,0.85,1973.0,7.2,13.63,-4.49,-0.04,0.230961923847695,-0.02,-0.03,293.16,0.92,500.0,68.62,0.54,3.93,80.54,3.35,-11.92,-12.86,-1.9538977955912005,-15.19,65.68,73.96,2.46,72.14,70.07,1.48,58.8,0.08,41.2,484.99,35.43,1.2,1.52,-1.91,6.52,-1.82,-3.72,-3.61,92.93,-3.37,-10.98,-10.98,-3.25,-1.91,5.3,-13.93,65.68,82361.0,5372.0,-2976.0,468.0,-47.0,-3023.0,-2772.0,-2418.0,-7246.0,145157.0,82035.0,59807.0,53905.0,84124.0,-2.78,82361.0,76537.0,-2976.0,-3023.0,-251.0,-2772.0,-0.1,19099.0,24371.0,17279.0,82035.0,145157.0,53905.0,5902.0,59807.0,85350.0,22754.0,-2418.0,-2355.0,-3035.0,-7246.0,15508.0,82035.0,63122.0,145157.0,53905.0,5902.0,59807.0,85350.0,145157.0,0
2194,33.0,68344.3306,75857.0,0.9,2676.0,12.56,14.24,-8.3,-0.07,-0.21,-0.02,-0.03,403.71,0.67,532.75,80.18,0.51,3.37,100.76,2.68,19.7,18.55,44.8,17.0,24.34,33.12,9.3883466933868,56.19058116232465,28.42,5.2352104208416845,77.87,-0.0385270541082162,22.13,-311.23,201.11,3.3,3.92,7.32,22.89,7.82,18.2,14.34,76.32,15.43,36.67,36.67,9.41,7.32,1.54,-0.79,24.34,162400.0,37176.0,23282.0,-151.0,-33.0,23250.0,25061.0,-5382.0,-11880.0,342175.0,253923.0,75730.0,64846.0,266445.0,10.11,162400.0,123936.0,23282.0,23250.0,-1811.0,25061.0,0.37,130413.0,72846.0,39737.0,253923.0,342175.0,64846.0,10884.0,75730.0,266445.0,140263.0,-5382.0,-9402.0,2539.0,-11880.0,128383.0,253923.0,88252.0,342175.0,64846.0,10884.0,75730.0,266445.0,342175.0,0
690,25.0,217588.7862,90991.0,2.39,1253.0,20.27,26.66,26.38,0.12,5.39,0.05,0.15,272.78,0.99,764.22,15.31,0.35,17.63,45.48,5.94,4.5,1.5,-76.82,0.59,74.4,110.46,28.5,78.98,74.82,22.8,57.2,1.34,42.8,258.66,141.29,1.76,1.86,0.97,5.94,0.97,2.82,2.74,93.51,2.74,8.74,8.74,1.69,0.97,3.98,61.89,74.4,695065.0,41297.0,19054.0,11731.0,163.0,19217.0,19022.0,102546.0,79640.0,1967256.0,724209.0,841941.0,388729.0,1125315.0,1.7,695065.0,649963.0,19054.0,19217.0,195.0,19022.0,0.09,545791.0,111311.0,38800.0,724209.0,1967256.0,388729.0,453211.0,841941.0,1125315.0,460801.0,102546.0,-9218.0,-13893.0,79640.0,540441.0,724209.0,1243047.0,1967256.0,388729.0,453211.0,841941.0,1125315.0,1967256.0,0
603843,26.0,69962.3237,40064.0,1.75,1304.0,41.64,46.78,-1.44,-0.01,-3.7,-0.01,-0.06,1086.96,0.25,1691.73,16.09,0.16,16.78,261.32,1.03,14.05,-2.75,-67.33,-47.27,308.12,157.82,21.14,124.45,310.45,6.53,24.36,-0.93,75.64,144.8,9.56,0.88,0.9,0.27,11.08,0.26,2.48,2.49,88.63,1.61,3.5,3.5,1.09,0.27,11.73,14.62,308.12,151414.0,16779.0,3763.0,543.0,9.0,3772.0,2445.0,-9042.0,-36923.0,917200.0,564533.0,693738.0,628618.0,190271.0,0.65,151414.0,134198.0,3763.0,3772.0,1327.0,2445.0,0.03,60081.0,121525.0,9572.0,564533.0,917200.0,628618.0,65120.0,693738.0,223462.0,64409.0,-9042.0,-15646.0,-12236.0,-36923.0,27485.0,564533.0,352667.0,917200.0,628618.0,65120.0,693738.0,223462.0,917200.0,0
688348,12.0,8000.0,4604.0,1.74,179.0,29.593186372745528,48.6,-1.09,-0.01,-0.03,0.0203406813627254,-0.01,12.62,21.4,1146.032014028056,308.36,0.4383366733466931,0.88,96.21,2.81,13.721643286573164,14.095711422845708,336.19,120.2,21.16,2.15,9.3883466933868,56.19058116232465,23.04,5.2352104208416845,81.27,-0.0385270541082162,18.73,-446.67,350.95,4.87,5.71,5.73,39.39,10.03,51.19,32.69,60.5,27.25,316.06,316.06,7.05,5.73,3.22,2.28,21.16,92787.0,36548.0,30333.0,707.0,-17.0,30316.0,25285.0,-829.0,245523.0,441321.0,433598.0,82652.0,75883.0,358669.0,17.64,92787.0,56138.0,30333.0,30316.0,5032.0,25285.0,3.79,266309.0,33062.0,64110.0,433598.0,441321.0,75883.0,6769.0,82652.0,358669.0,19293.0,-829.0,-61118.0,304193.0,245523.0,264816.0,433598.0,7722.0,441321.0,75883.0,6769.0,82652.0,358669.0,441321.0,0
409,15.721442885771545,66421.0505,42042.0,1.22,643.0,76.83,69.67,2.75,0.03,0.54,0.02,0.04,489.31,0.55,644.24,146.06,0.42,1.85,179.25,1.51,43.57,8.56,125.89,150.97,128.58,50.52,9.3883466933868,56.19058116232465,129.3,5.2352104208416845,43.61,-0.0385270541082162,56.39,1446.2,50.72,1.16,1.39,2.88,36.14,3.17,13.86,11.27,63.41,7.57,8.28,8.28,6.61,2.88,17.44,-0.09,128.58,55901.0,20201.0,6297.0,-8.0,2.0,6299.0,4229.0,2263.0,29091.0,146809.0,114462.0,82784.0,82324.0,52108.0,3.28,55901.0,35445.0,6297.0,6299.0,2070.0,4229.0,0.03,41755.0,35399.0,18813.0,114462.0,146809.0,82324.0,460.0,82784.0,64025.0,12059.0,2263.0,-443.0,27271.0,29091.0,41150.0,114462.0,32347.0,146809.0,82324.0,460.0,82784.0,64025.0,146809.0,0
600578,15.721442885771545,669042.736,58648.0,11.41,5402.0,67.92,18.47,22.15,0.09,5.0,0.06,0.22,140.9,1.92,1015.8,19.79,0.27,13.64,54.33,4.97,3.8,-2.97,-1.9538977955912005,44.45,183.75,262.32,51.01,128.5,204.88,34.16,32.8,-2.81,67.2,187.36,19.85,0.47,0.53,1.16,8.97,1.16,4.82,4.84,90.21,4.37,14.44,14.44,3.52,1.16,8.18,79.92,183.75,2208822.0,198045.0,106948.0,85727.0,-1271.0,105677.0,96586.0,483264.0,57589.0,8354413.0,1166288.0,5614170.0,2181602.0,2233635.0,3.57,2208822.0,1992517.0,106948.0,105677.0,9091.0,96586.0,0.11,433151.0,468652.0,134970.0,1166288.0,8354413.0,2181602.0,3432568.0,5614170.0,2740244.0,362651.0,483264.0,-262644.0,-163030.0,57589.0,420241.0,1166288.0,7188125.0,8354413.0,2181602.0,3432568.0,5614170.0,2740244.0,8354413.0,1
2695,23.0,51230.4224,47458.0,1.08,2279.0,17.07,4.56,89.09,0.58,4.76,0.13,0.24,314.25,0.86,510.01,141.51,0.53,1.91,16.75,16.12,3.88,0.13,-56.89,-16.33,17.95,50.0,9.3883466933868,56.19058116232465,27.45,5.2352104208416845,78.46,-0.0385270541082162,21.54,-6980.04,222.91,3.24,4.31,2.64,28.22,2.67,6.91,6.36,71.04,5.04,15.91,15.91,3.36,2.64,20.22,1.8,17.95,161772.0,45651.0,10287.0,184.0,1.0,10288.0,8149.0,38795.0,16777.0,309135.0,187847.0,66582.0,43547.0,237823.0,3.58,161772.0,114916.0,10287.0,10288.0,2139.0,8149.0,0.16,97069.0,9160.0,46771.0,187847.0,309135.0,43547.0,23035.0,66582.0,242553.0,80293.0,38795.0,-20237.0,-1781.0,16777.0,97069.0,187847.0,121288.0,309135.0,43547.0,23035.0,66582.0,242553.0,309135.0,0
