code,Corp_name,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Fixed_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Proportion_of_fixed_assets,Liquidation_value_ratio,Equity_ratio,Capital_fixed_ratio,Net_fixed_asset_value_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Ratio_of_shareholders_equity_to_fixed_assets,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Sales_gross_margin,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Net_fixed_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
603989,湖南艾华集团股份有限公司,29.0,"40,081.627800",15180.0,2.64,5176.0,12.13,11.63,9.89,0.08,0.49,0.03,0.06,389.11,0.69,553.96,113.85,0.49,,2.37,98.82,2.73,11.96,10.08,-4.60,9.83,,,51.61,50.46,,,,67.09,,,59.85,,40.15,"-18,206.69",15.99,1.76,2.26,6.24,24.91,6.4,18.49,15.15,74.59,13.13,85.63,85.63,10.43,6.24,,6.77,5.84,51.61,"261,463","65,121","39,614","2,340",-27,"39,587","34,320","16,799","9,434","549,719","383,712","220,724","169,797","324,655",11.21,"261,463","195,013","39,614","39,587","5,267","34,320",0.85,"27,156","97,447","84,245","383,712",,"549,719","169,797","50,927","220,724","328,996","17,721","16,799","-2,786","-4,734","9,434","27,156","383,712","166,007","549,719","169,797","50,927","220,724","328,996","549,719",0
39,中国国际海运集装箱(集团)股份有限公司,,"539,252.038500",116331.0,4.64,69520.0,0.0,0.0,12.10,0.09,1.96,0.05,0.08,207.33,1.3,382.98,58.29,0.71,,4.63,63.34,4.26,-5.14,-3.32,-57.82,-7.70,,,142.50,113.14,,23.86,86.14,154.08,,12.34,39.36,1.05,60.64,-912.80,28.59,0.97,1.27,2.7,15.16,2.71,6.29,6.21,84.46,3.84,77.77,77.77,6.86,2.7,,5.86,-11.53,142.50,"10,913,309","1,654,242","677,673","-17,199","-54,659","623,014","419,394","821,891","232,240","15,528,455","8,613,880","9,416,917","6,793,406","4,756,245",6.77,"10,913,309","9,217,571","677,673","623,014","203,621","419,394",0.57,"1,937,953","2,571,253","1,996,396","8,613,880",,"15,528,455","6,793,406","2,623,510","9,416,917","6,111,538","1,652,999","821,891","-669,030","12,819","232,240","1,885,238","8,613,880","6,914,574","15,528,455","6,793,406","2,623,510","9,416,917","6,111,538","15,528,455",0
300641,江苏正丹化学工业股份有限公司,15.0,"48,960.442100",21564.0,2.27,460.0,18.7,20.0,12.09,0.08,0.88,0.03,0.04,286.11,0.94,413.41,56.35,0.65,,4.79,25.98,10.39,8.61,2.57,-8.84,22.30,,,34.61,45.60,,,,53.62,,,65.10,,34.90,-905.90,86.91,2.5,3.12,3.1,8.78,3.18,6.20,5.72,90.94,4.87,15.10,15.10,4.76,3.1,,1.47,9.56,34.61,"151,833","13,337","8,681",794,39,"8,721","7,395","6,505","-29,214","238,787","167,902","83,347","53,798","155,440",4.8,"151,833","138,082","8,681","8,721","1,325","7,395",0.15,"46,758","14,836","33,164","167,902",,"238,787","53,798","29,549","83,347","155,440","75,972","6,505","-35,700","-1,898","-29,214","46,758","167,902","70,885","238,787","53,798","29,549","83,347","155,440","238,787",0
833873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600983,惠而浦(中国)股份有限公司,22.0,"76,643.900000",15843.0,4.84,4632.0,13.3,6.15,11.91,0.11,,0.06,0.10,325.34,0.83,473.27,38.10,0.57,,7.09,120.09,2.25,-8.96,-13.17,,-9.87,,,95.40,62.03,,,,99.66,,,50.08,,49.92,132.68,42.88,1.31,1.44,-1.31,10.53,-1.28,-1.87,-1.56,88.59,-2.25,-9.82,-9.82,-2.61,-1.31,,3.55,19.32,95.40,"334,215","35,200","-5,209",-507,-619,"-5,828","-7,526","32,795","9,268","576,295","397,259","287,663","275,349","288,632",-2.57,"334,215","296,077","-5,209","-5,828","1,698","-7,526",-0.1,"118,074","132,289","35,400","397,259",,"576,295","275,349","12,314","287,663","288,632","108,138","32,795","-25,124",0,"9,268","117,405","397,259","179,035","576,295","275,349","12,314","287,663","288,632","576,295",0
541,佛山电器照明股份有限公司,,"136,199.464700",62656.0,2.17,9287.0,12.91,10.12,11.53,0.1,1.69,0.04,0.08,264.34,1.02,505.24,74.98,0.53,,3.60,72.74,3.71,47.62,38.78,60.59,97.39,,,61.22,77.77,,6.30,72.87,65.01,,4.08,60.60,0.21,39.40,-979.71,45.29,1.21,1.6,2.25,17.20,2.68,6.48,5.73,82.19,5.02,23.64,23.64,3.72,2.25,,6.32,4.55,61.22,"640,968","110,251","36,717","1,367",316,"37,033","32,203","54,429","-30,474","1,429,015","755,505","562,995","471,946","518,287",3.88,"640,968","526,810","36,717","37,033","4,830","32,203",0.16,"213,729","200,106","186,226","755,505",,"1,429,015","471,946","91,049","562,995","866,020","188,689","54,429","-5,669","-82,883","-30,474","158,215","755,505","673,511","1,429,015","471,946","91,049","562,995","866,020","1,429,015",0
601963,重庆银行股份有限公司,,"347,453.656300",71946.0,4.83,4839.0,0.0,0.0,,-0.02,-2.62,-0.02,,,,,,,,,,,9.40,8.96,5.23,,,,0.00,"1,262.30",,,,"1,162.30",,,7.92,,92.08,,,,,0.66,,0.69,211.15,,,,127.69,127.69,8.35,0.66,,,26.80,0.00,"1,065,729","537,952","537,952","144,684",-729,"537,223","443,667","-1,161,592","-485,464","67,031,763",,"61,721,484",,"5,099,711",9.48,,,"537,952","537,223","93,556","443,667",1.22,"3,424,264",,,,"308,180","67,031,763",,,"61,721,484","5,310,279","1,702,856","-1,161,592","-1,258,572","1,899,820","-485,464","1,217,393",,,"67,031,763",,,"61,721,484","5,310,279","67,031,763",0
65,北方国际合作股份有限公司,36.0,"100,170.787700",32729.0,3.06,1911.0,45.47,22.92,-1.26,-0.01,-0.18,-0.01,-0.01,381.19,0.71,611.14,38.55,0.44,,7.00,118.23,2.28,11.41,26.56,18.94,18.59,,,153.00,94.87,,32.21,64.31,161.14,,18.19,38.29,0.78,61.71,-67.22,55.95,1.43,1.58,2.79,12.81,2.99,9.40,8.23,87.07,6.77,62.11,62.11,7.3,2.79,,0.37,-0.02,153.00,"919,267","117,736","75,649",-18,5,"75,654","62,220","-11,318","112,133","2,227,145","1,418,046","1,374,276","899,733","776,380",7.17,"919,267","800,430","75,649","75,654","13,434","62,220",0.57,"425,425","425,217","129,420","1,418,046",,"2,227,145","899,733","474,543","1,374,276","852,869","310,049","-11,318","-41,359","156,402","112,133","422,182","1,418,046","809,099","2,227,145","899,733","474,543","1,374,276","852,869","2,227,145",0
832145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600985,淮北矿业控股股份有限公司,,"248,103.592500",31558.0,7.86,48173.0,9.7,5.32,37.58,0.24,1.89,0.13,0.18,91.92,2.94,361.11,15.12,0.75,,17.85,8.55,31.56,13.09,18.33,39.13,18.12,,,94.03,156.90,,15.50,132.58,118.48,,8.4,45.77,-1.3,54.23,"1,414.64",34.18,0.72,0.81,6.87,20.92,7.16,12.87,11.67,77.89,9.57,221.18,221.18,15.01,6.87,,7.41,-3.40,94.03,"5,731,395","1,208,543","668,677","9,125","-30,821","637,856","548,754","1,039,414","427,235","7,985,203","2,250,542","4,330,320","2,766,069","3,177,422",17.74,"5,731,395","4,464,246","668,677","637,856","89,101","548,754",2.1,"945,572","186,966","246,833","2,250,542",,"7,985,203","2,766,069","1,564,251","4,330,320","3,654,883","437,239","1,039,414","-259,059","-353,120","427,235","864,473","2,250,542","5,734,662","7,985,203","2,766,069","1,564,251","4,330,320","3,654,883","7,985,203",0
601360,三六零安全科技股份有限公司,30.0,"714,536.319700",207640.0,3.44,7393.0,83.73,55.2,-2.10,-0.02,,-0.0,-0.02,"1,011.61",0.27,"1,553.51",60.24,0.17,,4.48,75.58,3.57,-9.97,-12.50,-304.46,-18.79,,,17.36,38.05,,,,21.36,,,82.40,,17.60,522.25,405.07,4.69,4.8,-5.28,59.10,-5.0,-38.28,-24.60,40.13,-28.75,-27.90,-27.90,-6.41,-5.28,,23.36,64.57,17.36,"693,455","409,815","-170,556","-110,119",-9,"-170,564","-199,345","-11,357","258,626","3,775,907","2,592,115","664,542","540,126","3,115,693",-5.95,"693,455","278,268","-170,556","-170,564","28,780","-199,345",-0.28,"2,187,905","166,178","56,646","2,592,115",,"3,775,907","540,126","124,417","664,542","3,111,365","296,999","-11,357","340,136","-73,434","258,626","555,625","2,592,115","1,183,792","3,775,907","540,126","124,417","664,542","3,111,365","3,775,907",0
600352,浙江龙盛集团股份有限公司,24.0,"325,333.186000",186214.0,1.75,7801.0,0.0,10.84,3.98,0.03,0.63,0.02,0.09,927.20,0.29,"1,364.33",833.85,0.2,,0.32,54.08,4.99,6.74,2.37,-39.44,6.81,,,97.79,64.88,,5.04,61.61,108.79,,2.54,47.90,0.1,52.10,"2,490.77",28.27,0.6,1.56,2.8,29.62,2.89,22.70,17.57,69.95,14.59,60.20,60.20,5.85,2.8,,8.75,21.70,97.79,"1,342,226","397,580","235,847","47,068","5,250","241,097","195,835","123,120","169,044","6,991,014","4,818,474","3,642,628","3,096,528","3,117,890",5.57,"1,342,226","938,951","235,847","241,097","45,261","195,835",0.53,"875,252","295,983","2,975,369","4,818,474",,"6,991,014","3,096,528","546,101","3,642,628","3,348,386","650,739","123,120","-41,835","80,002","169,044","819,782","4,818,474","2,172,540","6,991,014","3,096,528","546,101","3,642,628","3,348,386","6,991,014",0
2485,雪松发展股份有限公司,19.0,"54,400.000000",8973.0,6.06,155.0,47.74,1.29,4.05,0.04,,0.02,0.04,212.16,1.27,530.56,10.52,0.51,,25.66,32.86,8.22,-9.23,-21.98,,-4.54,,,82.82,105.30,,,,85.31,,,53.96,,46.04,58.54,3.04,0.9,0.97,-0.66,-1.45,-0.66,-0.72,-0.76,101.12,-1.30,-3.89,-3.89,-1.22,-0.66,,5.11,-295.28,82.82,"163,085","-2,361","-1,236","3,680",-7,"-1,244","-2,119","5,800","-2,003","320,733","138,486","147,656","143,344","171,770",-1.18,"163,085","164,914","-1,236","-1,244",875,"-2,119",-0.04,"4,361","20,865","9,688","138,486",,"320,733","143,344","4,312","147,656","173,077","5,716","5,800","1,634","-9,437","-2,003","3,713","138,486","182,247","320,733","143,344","4,312","147,656","173,077","320,733",0
430476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600704,物产中大集团股份有限公司,,"519,487.204000",124398.0,4.18,21012.0,38.48,28.57,-3.16,-0.03,-0.72,-0.02,-0.01,68.86,3.92,94.69,23.48,2.85,,11.50,9.39,28.74,7.74,14.47,3.88,2.75,,,250.26,93.01,,6.09,87.34,274.85,,1.73,26.68,0.17,73.32,602.62,24.61,0.76,1.16,2.87,2.19,3.24,1.48,1.44,97.73,1.14,92.70,92.70,10.76,2.87,,1.30,39.36,250.26,"42,384,273","950,478","610,774","234,139","10,308","621,083","481,570","-345,198","66,188","16,783,404","12,619,142","12,305,993","10,914,815","3,299,998",10.52,"42,384,273","41,422,133","610,774","621,083","139,513","481,570",0.61,"2,676,208","1,630,113","4,304,173","12,619,142",,"16,783,404","10,914,815","1,391,178","12,305,993","4,477,410","1,498,556","-345,198","-71,005","505,220","66,188","1,564,744","12,619,142","4,164,262","16,783,404","10,914,815","1,391,178","12,305,993","4,477,410","16,783,404",0
600403,河南大有能源股份有限公司,,"239,081.240200",37042.0,6.45,26539.0,9.07,6.8,21.15,0.18,1.64,0.11,0.37,281.40,0.96,879.77,12.99,0.31,,20.79,35.27,7.66,7.11,24.30,157.93,12.78,,,150.92,179.27,,7.96,165.00,166.66,,3.25,37.50,-0.16,62.50,760.79,46.08,0.6,0.61,6.89,44.03,7.0,38.61,26.48,51.65,22.80,64.09,64.09,18.37,6.89,,13.20,3.56,150.92,"671,970","295,835","177,909","4,835","1,559","179,468","153,232","251,023","79,052","2,224,180","728,885","1,390,094","1,186,651","776,482",17.24,"671,970","347,065","177,909","179,468","26,236","153,232",0.57,"546,848","93,769","16,028","728,885",,"2,224,180","1,186,651","203,442","1,390,094","834,087","309,280","251,023","-33,198","-138,773","79,052","388,333","728,885","1,495,295","2,224,180","1,186,651","203,442","1,390,094","834,087","2,224,180",0
870866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2693,海南双成药业股份有限公司,22.0,"41,473.700000",40516.0,1.02,409.0,50.61,36.43,-3.37,-0.02,,-0.01,-0.02,269.03,1.0,"1,194.16",257.61,0.23,,1.05,27.72,9.74,3.42,-2.39,,-21.11,,,54.26,116.52,,22.38,90.44,56.52,,18.42,63.89,1.98,36.11,-63.76,1.55,1.1,1.57,-1.72,64.53,-1.76,-5.87,-7.05,32.71,-7.81,-3.72,-3.72,-2.7,-1.72,,79.47,-15.59,54.26,"19,786","12,768","-1,395",149,59,"-1,336","-1,545",-491,"-1,936","89,568","22,888","32,342","14,549","49,918",-0.74,"19,786","6,472","-1,395","-1,336",209,"-1,545",-0.01,225,"2,085","6,826","22,888",,"89,568","14,549","17,793","32,342","57,226","2,162",-491,"-6,008","4,553","-1,936",225,"22,888","66,680","89,568","14,549","17,793","32,342","57,226","89,568",0
300982,苏文电能科技股份有限公司,15.0,"14,031.826700",7366.0,1.90,810.0,48.64,74.2,-24.46,-0.24,-1.79,-0.12,-0.24,424.06,0.64,499.17,44.29,0.54,,6.10,185.99,1.45,53.46,19.51,0.20,25.76,,,93.27,33.58,,,,94.75,,,51.35,,48.65,"49,061.16",28.84,1.54,1.73,6.53,27.25,7.36,18.98,15.18,72.44,13.60,145.63,145.63,12.73,6.53,,7.74,5.25,93.27,"150,197","40,935","22,807","1,064",140,"22,947","20,434","-36,624","-12,914","312,694","258,786","152,136","149,746","160,628",13.16,"150,197","108,803","22,807","22,947","2,513","20,434",1.46,"43,180","113,767","28,322","258,786",,"312,694","149,746","2,390","152,136","160,558","55,709","-36,624","13,970","9,739","-12,914","42,795","258,786","53,907","312,694","149,746","2,390","152,136","160,558","312,694",0
688107,上海安路信息科技股份有限公司,11.0,"40,010.000000",7784.0,5.14,328.0,97.26,81.1,-89.37,-0.83,-3.13,-0.11,-0.24,571.43,0.47,602.41,210.90,0.45,,1.28,43.34,6.23,251.91,378.83,,60.95,,,13.51,6.28,,,,14.63,,,87.24,,12.76,-696.82,109.68,5.73,8.02,3.37,38.80,3.46,11.63,7.73,61.12,7.73,15.40,15.40,3.86,3.37,,5.22,3.82,13.51,"79,732","30,937","6,165",239,-4,"6,161","6,161","-19,258","-92,961","182,822","172,800","23,337","21,548","159,485",3.97,"79,732","48,731","6,165","6,161",,"6,161",0.15,"23,633","16,478","49,379","172,800",,"182,822","21,548","1,789","23,337","159,485","114,939","-19,258","-72,252","-1,445","-92,961","21,978","172,800","10,022","182,822","21,548","1,789","23,337","159,485","182,822",0
603900,莱绅通灵珠宝股份有限公司,23.0,"34,047.384000",15087.0,2.26,2189.0,15.81,1.01,68.47,0.57,48.28,0.07,0.24,809.11,0.33,906.65,"1,154.83",0.3,,0.23,24.02,11.24,-4.06,-3.19,-96.27,-28.68,,,11.95,12.11,,,,14.48,,,87.35,,12.65,34.30,143.19,3.06,8.57,0.15,51.10,0.15,0.23,-0.14,45.73,0.49,1.12,1.12,0.17,0.15,,52.12,400.26,11.95,"77,487","39,599",-107,433,287,180,380,"18,361","13,117","256,841","229,677","32,485","26,816","224,381",0.18,"77,487","35,434",-107,180,-200,380,0.01,"38,397","6,362","147,642","229,677",,"256,841","26,816","5,669","32,485","224,356","25,280","18,361","4,725","-9,964","13,117","38,397","229,677","27,165","256,841","26,816","5,669","32,485","224,356","256,841",0
600501,航天晨光股份有限公司,23.0,"43,192.860000",34625.0,1.25,2105.0,57.72,22.57,-29.31,-0.29,-21.17,-0.17,-0.41,436.33,0.62,632.17,166.02,0.43,,1.63,135.30,2.00,20.62,2.91,15.60,-9.84,,,145.50,75.91,,,,147.47,,,40.41,,59.59,394.34,16.10,0.76,1.18,0.81,14.69,0.83,2.36,2.18,84.95,1.93,11.47,11.47,2.01,0.81,,8.32,1.68,145.50,"256,019","37,600","5,582",20,75,"5,657","4,953","-104,859","-65,636","608,532","421,861","362,632","357,772","223,205",1.99,"256,019","217,498","5,582","5,657",704,"4,953",0.1,"57,599","142,567","148,751","421,861",,"608,532","357,772","4,860","362,632","245,899","116,060","-104,859","-9,954","49,114","-65,636","50,424","421,861","186,671","608,532","357,772","4,860","362,632","245,899","608,532",0
300349,金卡智能集团股份有限公司,18.0,"42,905.432500",15610.0,2.75,2170.0,38.99,36.45,5.16,0.04,0.46,0.01,0.04,409.59,0.66,786.94,119.38,0.34,,2.26,162.59,1.66,8.82,7.73,-5.00,22.43,,,49.28,68.09,,5.16,64.58,52.88,,3.56,65.41,0.13,34.59,"-1,097.33",17.18,1.61,1.93,3.19,37.50,3.28,12.91,9.98,61.93,9.55,43.13,43.13,4.87,3.19,,19.93,18.55,49.28,"193,794","72,680","19,350","2,551","1,276","20,625","18,506","8,588","-16,147","580,539","321,979","200,802","166,472","378,050",4.86,"193,794","120,010","19,350","20,625","2,120","18,506",0.43,"28,607","134,782","54,420","321,979",,"580,539","166,472","34,330","200,802","379,737","43,459","8,588","-24,990",-428,"-16,147","27,312","321,979","258,559","580,539","166,472","34,330","200,802","379,737","580,539",0
601163,三角轮胎股份有限公司,21.0,"80,000.000000",48527.0,1.65,5386.0,15.67,17.03,16.60,0.15,1.94,0.05,0.13,461.38,0.59,679.59,60.96,0.4,,4.43,34.53,7.82,5.66,3.64,-3.21,2.30,,,49.69,46.10,,1.72,45.31,53.17,,1.14,65.29,0.03,34.71,"-1,107.08",49.83,1.99,2.23,2.68,13.15,2.74,8.35,7.73,86.36,6.91,58.75,58.75,4.11,2.68,,5.74,32.10,49.69,"680,451","89,510","52,610","16,882",5,"52,615","47,002","91,013","98,003","1,751,226","1,224,109","607,877","548,126","1,143,253",4.15,"680,451","587,626","52,610","52,615","5,613","47,002",0.59,"271,571","93,795","130,823","1,224,109",,"1,751,226","548,126","59,751","607,877","1,143,350","173,015","91,013","-3,411","4,186","98,003","271,018","1,224,109","527,117","1,751,226","548,126","59,751","607,877","1,143,350","1,751,226",0
601988,中国银行股份有限公司,39.0,"29,438,779.124100",667426.0,44.11,304521.0,0.0,0.0,,-0.01,-1.73,-0.01,,,,,,,,,,,9.19,10.18,5.02,,,,0.00,"1,136.95",,,,"1,036.95",,,8.80,,91.20,,,,,0.63,,0.65,175.86,,,,61.49,61.49,7.19,0.63,,,7.64,0.00,"46,781,800","22,019,400","22,019,400","1,635,200","49,900","22,069,300","18,101,700","-31,336,700","-20,120,400","2,863,928,700",,"2,612,032,900",,"238,227,000",8.39,,,"22,019,400","22,069,300","3,967,600","18,101,700",0.56,"227,053,300",,,,"24,846,500","2,863,928,700",,,"2,612,032,900","251,895,800","197,563,100","-31,336,700","9,668,800","-8,678,800","-20,120,400","177,442,700",,,"2,863,928,700",,,"2,612,032,900","251,895,800","2,863,928,700",1
600108,甘肃亚盛实业(集团)股份有限公司,,"194,691.512100",131468.0,1.48,5180.0,18.38,10.12,0.10,0.0,0.08,0.0,0.00,465.60,0.58,"1,045.70",166.10,0.26,,1.63,168.35,1.60,2.14,-0.12,-12.49,12.97,,,100.20,113.61,,14.11,97.58,110.34,,7.81,47.54,1.27,52.46,141.35,12.50,0.8,1.15,0.5,17.10,0.51,2.00,1.74,82.69,1.96,2.18,2.18,1.05,0.5,,15.65,17.20,100.20,"216,392","36,999","3,770",231,504,"4,274","4,238",338,"-15,444","851,798","391,729","446,842","339,246","404,986",1.07,"216,392","178,927","3,770","4,274",36,"4,238",0.02,"42,406","142,912","118,880","391,729",,"851,798","339,246","107,595","446,842","404,956","56,061",338,"-16,833",985,"-15,444","40,616","391,729","460,069","851,798","339,246","107,595","446,842","404,956","851,798",0
300459,浙江金科汤姆猫文化产业股份有限公司,15.0,"351,581.093900",153618.0,2.29,1124.0,77.49,33.81,19.66,0.15,0.94,0.06,0.30,220.62,1.22,"1,412.13",18.52,0.19,,14.58,47.37,5.70,-7.92,11.11,-33.35,-10.18,,,62.91,139.73,,11.64,123.46,63.55,,8.06,61.14,-0.51,38.86,785.05,33.49,0.48,0.48,6.37,94.24,6.08,56.65,33.70,5.54,31.78,11.38,11.38,10.42,6.37,,53.17,1.48,62.91,"125,935","118,683","42,442","1,019",-396,"42,046","40,019","37,552","-15,148","628,102","91,490","244,059","191,024","383,959",10.82,"125,935","6,979","42,442","42,046","2,027","40,019",0.11,"63,975","23,402",421,"91,490",,"628,102","191,024","53,035","244,059","384,043","41,386","37,552","22,451","-75,877","-15,148","26,238","91,490","536,613","628,102","191,024","53,035","244,059","384,043","628,102",0
566,海南海药股份有限公司,30.0,"129,736.512600",54789.0,2.37,2589.0,34.72,27.69,2.88,0.02,,0.02,0.08,586.19,0.46,"1,473.00",88.17,0.18,,3.06,92.72,2.91,-16.05,-33.51,,-1.69,,,210.73,208.55,,21.69,163.32,233.20,,8.31,30.01,-0.47,69.99,58.86,7.15,0.61,0.68,-0.65,38.75,-0.62,-2.75,-3.00,60.14,-3.38,-3.84,-3.84,-2.15,-0.65,,40.59,68.69,210.73,"147,422","57,120","-4,424","-3,129",288,"-4,136","-4,981","12,231","-32,163","771,886","288,767","540,230","424,029","208,773",-3.18,"147,422","88,654","-4,424","-4,136",845,"-4,981",-0.05,"30,305","52,958","31,897","288,767",,"771,886","424,029","116,202","540,230","231,655","54,851","12,231","17,628","-62,127","-32,163","22,688","288,767","483,118","771,886","424,029","116,202","540,230","231,655","771,886",0
600066,宇通客车股份有限公司,25.0,"221,393.922300",135534.0,1.63,15737.0,43.89,23.85,3.84,0.03,3.25,0.02,0.03,386.82,0.7,619.83,155.45,0.44,,1.74,97.56,2.77,-14.66,-4.56,-49.66,-16.28,,,80.63,79.95,,,,99.79,,,50.05,,49.95,94.14,39.22,0.97,1.49,0.48,19.35,0.44,0.12,0.17,79.31,1.02,6.05,6.05,0.95,0.48,,9.83,"1,246.01",80.63,"1,311,348","253,780","2,190","18,795",-741,"1,449","13,383","43,442","-152,725","2,803,904","1,681,915","1,400,494","1,131,535","1,391,665",0.89,"1,311,348","1,040,064","2,190","1,449","-11,934","13,383",0.06,"410,184","394,561","587,017","1,681,915",,"2,803,904","1,131,535","268,959","1,400,494","1,403,410","561,918","43,442","-57,993","-143,115","-152,725","409,193","1,681,915","1,121,989","2,803,904","1,131,535","268,959","1,400,494","1,403,410","2,803,904",0
761,本钢板材股份有限公司,25.0,"410,821.145800",67136.0,6.12,18858.0,24.4,7.85,9.85,0.07,,0.04,0.03,110.47,2.44,283.52,49.85,0.95,,5.42,1.63,165.30,-32.61,-16.25,-106.31,-22.12,,,89.68,149.20,,7.80,137.56,122.15,,3.81,45.01,-1.02,54.99,54.90,21.60,0.47,0.9,-0.53,1.89,-0.48,-0.39,-0.46,97.80,-0.50,-5.85,-5.85,-1.18,-0.53,,2.24,-19.01,89.68,"4,783,922","90,484","-21,911",103,"3,414","-18,497","-24,029","163,262","-289,347","4,532,438","1,488,446","2,492,219","1,657,048","1,982,321",-1.15,"4,783,922","4,678,646","-21,911","-18,497","5,532","-24,029",-0.06,"357,978","32,197","708,655","1,488,446",,"4,532,438","1,657,048","835,171","2,492,219","2,040,218","629,910","163,262","-107,717","-347,195","-289,347","340,563","1,488,446","3,043,992","4,532,438","1,657,048","835,171","2,492,219","2,040,218","4,532,438",0
2015,协鑫能源科技股份有限公司,30.0,"162,332.461400",38024.0,4.27,3037.0,45.01,14.72,13.76,0.05,1.36,0.03,0.12,286.35,0.94,983.61,10.88,0.27,,24.81,97.44,2.77,8.89,52.06,-35.50,-7.55,,,108.42,166.60,,35.10,108.12,143.61,,22.2,41.05,2.38,58.95,226.09,72.29,1.38,1.42,2.26,16.79,2.36,10.70,10.36,82.57,8.58,41.75,41.75,5.5,2.26,,13.72,65.79,108.42,"789,661","132,603","81,771","53,742",161,"81,933","67,778","92,141","181,096","3,003,317","949,450","1,770,480","669,747","1,023,981",7.44,"789,661","651,988","81,771","81,933","14,155","67,778",0.43,"484,158","314,666","24,993","949,450",,"3,003,317","669,747","1,100,733","1,770,480","1,232,837","246,891","92,141","-181,937","270,582","181,096","427,986","949,450","2,053,866","3,003,317","669,747","1,100,733","1,770,480","1,232,837","3,003,317",1
601628,中国人寿保险股份有限公司,19.0,"2,826,470.500000",140360.0,20.14,102195.0,0.0,0.0,,0.06,8.95,0.06,,,,,,,,,,,8.37,-3.40,-34.93,,,,3.93,"1,109.70",,3.79,"1,067.69","1,009.70",,0.35,9.01,,90.99,,,,,0.63,,0.64,98.59,,,,114.16,114.16,6.98,0.63,,,590.73,3.93,"70,101,200","2,818,000","2,818,000","16,535,400","-22,700","2,795,300","3,226,800","28,875,500","6,006,600","512,808,500",,"466,597,100",,"45,344,600",6.63,,,"2,818,000","2,795,300","-431,500","3,226,800",1.1,"12,121,300",,,,"4,657,900","512,808,500",,,"466,597,100","46,211,400","6,044,000","28,875,500","-5,458,000","-17,433,700","6,006,600","12,050,600",,,"512,808,500",,,"466,597,100","46,211,400","512,808,500",0
832089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
